card_id,name,set,rarity,release_date,source,variant,price,avg1,avg7,avg30,date
hgss4-1,Aggron,HS—Triumphant,Rare Holo,2010/11/03,tcgplayer,holofoil,9.71,,,,2026-07-28
hgss4-1,Aggron,HS—Triumphant,Rare Holo,2010/11/03,tcgplayer,reverseHolofoil,13.41,,,,2026-07-28
hgss4-1,Aggron,HS—Triumphant,Rare Holo,2010/11/03,cardmarket,normal,3.64,3.25,2.77,2.64,2026-07-28
xy5-1,Weedle,Primal Clash,Common,2015/02/04,tcgplayer,normal,0.21,,,,2026-07-28
xy5-1,Weedle,Primal Clash,Common,2015/02/04,tcgplayer,reverseHolofoil,0.63,,,,2026-07-28
xy5-1,Weedle,Primal Clash,Common,2015/02/04,cardmarket,normal,0.12,0.05,0.13,0.14,2026-07-28
pl1-1,Ampharos,Platinum,Rare Holo,2009/02/11,tcgplayer,holofoil,28.96,,,,2026-07-28
pl1-1,Ampharos,Platinum,Rare Holo,2009/02/11,tcgplayer,reverseHolofoil,23.75,,,,2026-07-28
pl1-1,Ampharos,Platinum,Rare Holo,2009/02/11,cardmarket,normal,5.78,4.0,4.73,4.6,2026-07-28
dp3-1,Ampharos,Secret Wonders,Rare Holo,2007/11/01,tcgplayer,holofoil,40.07,,,,2026-07-28
dp3-1,Ampharos,Secret Wonders,Rare Holo,2007/11/01,tcgplayer,reverseHolofoil,27.06,,,,2026-07-28
dp3-1,Ampharos,Secret Wonders,Rare Holo,2007/11/01,cardmarket,normal,6.06,4.5,2.33,4.09,2026-07-28
det1-1,Bulbasaur,Detective Pikachu,Common,2019/04/05,tcgplayer,holofoil,0.96,,,,2026-07-28
det1-1,Bulbasaur,Detective Pikachu,Common,2019/04/05,cardmarket,normal,0.63,0.21,0.6,0.77,2026-07-28
dv1-1,Dratini,Dragon Vault,Rare Holo,2012/10/05,tcgplayer,holofoil,4.3,,,,2026-07-28
dv1-1,Dratini,Dragon Vault,Rare Holo,2012/10/05,cardmarket,normal,5.6,40.0,7.93,3.05,2026-07-28
mcd19-1,Caterpie,McDonald's Collection 2019,,2019/10/15,tcgplayer,holofoil,13.87,,,,2026-07-28
mcd19-1,Caterpie,McDonald's Collection 2019,,2019/10/15,cardmarket,normal,2.14,4.0,2.58,2.28,2026-07-28
pl3-1,Absol G,Supreme Victors,Rare Holo,2009/08/19,tcgplayer,holofoil,31.15,,,,2026-07-28
pl3-1,Absol G,Supreme Victors,Rare Holo,2009/08/19,tcgplayer,reverseHolofoil,42.5,,,,2026-07-28
pl3-1,Absol G,Supreme Victors,Rare Holo,2009/08/19,cardmarket,normal,8.48,4.0,5.31,7.38,2026-07-28
ex12-1,Aerodactyl,Legend Maker,Rare Holo,2006/02/01,tcgplayer,holofoil,76.31,,,,2026-07-28
ex12-1,Aerodactyl,Legend Maker,Rare Holo,2006/02/01,tcgplayer,reverseHolofoil,125.0,,,,2026-07-28
ex12-1,Aerodactyl,Legend Maker,Rare Holo,2006/02/01,cardmarket,normal,34.98,3.99,14.47,79.28,2026-07-28
ex3-1,Absol,Dragon,Rare Holo,2003/11/24,tcgplayer,holofoil,159.24,,,,2026-07-28
ex3-1,Absol,Dragon,Rare Holo,2003/11/24,tcgplayer,reverseHolofoil,101.41,,,,2026-07-28
ex3-1,Absol,Dragon,Rare Holo,2003/11/24,cardmarket,normal,41.91,69.95,39.83,37.12,2026-07-28
ru1-1,Venusaur,Pokémon Rumble,,2009/12/02,tcgplayer,holofoil,279.97,,,,2026-07-28
ru1-1,Venusaur,Pokémon Rumble,,2009/12/02,cardmarket,normal,122.78,45.0,122.6,82.66,2026-07-28
ecard2-H1,Ampharos,Aquapolis,Rare Holo,2003/01/15,cardmarket,normal,154.83,899.0,184.94,95.58,2026-07-28
base4-1,Alakazam,Base Set 2,Rare Holo,2000/02/24,tcgplayer,holofoil,55.62,,,,2026-07-28
base4-1,Alakazam,Base Set 2,Rare Holo,2000/02/24,cardmarket,normal,34.96,39.0,32.99,35.74,2026-07-28
hgss1-1,Arcanine,HeartGold & SoulSilver,Rare Holo,2010/02/10,tcgplayer,holofoil,75.84,,,,2026-07-28
hgss1-1,Arcanine,HeartGold & SoulSilver,Rare Holo,2010/02/10,tcgplayer,reverseHolofoil,34.56,,,,2026-07-28
hgss1-1,Arcanine,HeartGold & SoulSilver,Rare Holo,2010/02/10,cardmarket,normal,11.45,8.53,11.16,11.07,2026-07-28
ex11-1,Beedrill δ,Delta Species,Rare Holo,2005/10/31,tcgplayer,holofoil,44.48,,,,2026-07-28
ex11-1,Beedrill δ,Delta Species,Rare Holo,2005/10/31,tcgplayer,reverseHolofoil,80.49,,,,2026-07-28
ex11-1,Beedrill δ,Delta Species,Rare Holo,2005/10/31,cardmarket,normal,16.63,25.0,17.19,13.94,2026-07-28
ex7-1,Azumarill,Team Rocket Returns,Rare Holo,2004/11/01,tcgplayer,normal,6.8,,,,2026-07-28
ex7-1,Azumarill,Team Rocket Returns,Rare Holo,2004/11/01,tcgplayer,holofoil,41.39,,,,2026-07-28
ex7-1,Azumarill,Team Rocket Returns,Rare Holo,2004/11/01,tcgplayer,reverseHolofoil,80.52,,,,2026-07-28
ex7-1,Azumarill,Team Rocket Returns,Rare Holo,2004/11/01,cardmarket,normal,176.99,14.45,210.87,66.17,2026-07-28
gym1-1,Blaine's Moltres,Gym Heroes,Rare Holo,2000/08/14,tcgplayer,1stEditionHolofoil,185.58,,,,2026-07-28
gym1-1,Blaine's Moltres,Gym Heroes,Rare Holo,2000/08/14,tcgplayer,unlimitedHolofoil,125.0,,,,2026-07-28
gym1-1,Blaine's Moltres,Gym Heroes,Rare Holo,2000/08/14,cardmarket,normal,96.61,79.99,90.34,95.81,2026-07-28
base3-1,Aerodactyl,Fossil,Rare Holo,1999/10/10,tcgplayer,1stEditionHolofoil,82.42,,,,2026-07-28
base3-1,Aerodactyl,Fossil,Rare Holo,1999/10/10,tcgplayer,unlimitedHolofoil,42.59,,,,2026-07-28
base3-1,Aerodactyl,Fossil,Rare Holo,1999/10/10,cardmarket,normal,44.11,9.99,26.75,23.42,2026-07-28
sm9-1,Celebi & Venusaur-GX,Team Up,Rare Holo GX,2019/02/01,tcgplayer,holofoil,54.5,,,,2026-07-28
sm9-1,Celebi & Venusaur-GX,Team Up,Rare Holo GX,2019/02/01,cardmarket,normal,43.84,45.0,45.25,37.77,2026-07-28
xy2-1,Caterpie,Flashfire,Common,2014/05/07,tcgplayer,normal,0.24,,,,2026-07-28
xy2-1,Caterpie,Flashfire,Common,2014/05/07,tcgplayer,reverseHolofoil,0.8,,,,2026-07-28
xy2-1,Caterpie,Flashfire,Common,2014/05/07,cardmarket,normal,0.09,0.08,0.14,0.15,2026-07-28
pop6-1,Bastiodon,POP Series 6,Rare,2007/09/01,tcgplayer,normal,6.34,,,,2026-07-28
pop6-1,Bastiodon,POP Series 6,Rare,2007/09/01,cardmarket,normal,1.76,2.99,1.92,1.46,2026-07-28
ecard2-H2,Arcanine,Aquapolis,Rare Holo,2003/01/15,cardmarket,normal,229.99,600.0,207.82,204.8,2026-07-28
hgss4-2,Altaria,HS—Triumphant,Rare Holo,2010/11/03,tcgplayer,holofoil,10.89,,,,2026-07-28
hgss4-2,Altaria,HS—Triumphant,Rare Holo,2010/11/03,tcgplayer,reverseHolofoil,11.09,,,,2026-07-28
hgss4-2,Altaria,HS—Triumphant,Rare Holo,2010/11/03,cardmarket,normal,3.79,2.0,3.79,4.12,2026-07-28
pl1-2,Blastoise,Platinum,Rare Holo,2009/02/11,tcgplayer,holofoil,46.75,,,,2026-07-28
pl1-2,Blastoise,Platinum,Rare Holo,2009/02/11,tcgplayer,reverseHolofoil,35.0,,,,2026-07-28
pl1-2,Blastoise,Platinum,Rare Holo,2009/02/11,cardmarket,normal,7.64,5.0,6.81,10.0,2026-07-28
ex3-2,Altaria,Dragon,Rare Holo,2003/11/24,tcgplayer,holofoil,61.05,,,,2026-07-28
ex3-2,Altaria,Dragon,Rare Holo,2003/11/24,tcgplayer,reverseHolofoil,25.75,,,,2026-07-28
ex3-2,Altaria,Dragon,Rare Holo,2003/11/24,cardmarket,normal,17.23,17.99,18.88,19.35,2026-07-28
dp3-2,Blastoise,Secret Wonders,Rare Holo,2007/11/01,tcgplayer,holofoil,93.08,,,,2026-07-28
dp3-2,Blastoise,Secret Wonders,Rare Holo,2007/11/01,tcgplayer,reverseHolofoil,98.02,,,,2026-07-28
dp3-2,Blastoise,Secret Wonders,Rare Holo,2007/11/01,cardmarket,normal,9.64,9.95,10.39,13.0,2026-07-28
base3-2,Articuno,Fossil,Rare Holo,1999/10/10,tcgplayer,1stEditionHolofoil,202.49,,,,2026-07-28
base3-2,Articuno,Fossil,Rare Holo,1999/10/10,tcgplayer,unlimitedHolofoil,70.54,,,,2026-07-28
base3-2,Articuno,Fossil,Rare Holo,1999/10/10,cardmarket,normal,67.05,41.5,82.08,61.6,2026-07-28
pl3-2,Blaziken FB,Supreme Victors,Rare Holo,2009/08/19,tcgplayer,holofoil,37.43,,,,2026-07-28
pl3-2,Blaziken FB,Supreme Victors,Rare Holo,2009/08/19,tcgplayer,reverseHolofoil,36.0,,,,2026-07-28
pl3-2,Blaziken FB,Supreme Victors,Rare Holo,2009/08/19,cardmarket,normal,9.49,4.0,8.75,8.24,2026-07-28
ex11-2,Crobat δ,Delta Species,Rare Holo,2005/10/31,tcgplayer,holofoil,25.55,,,,2026-07-28
ex11-2,Crobat δ,Delta Species,Rare Holo,2005/10/31,tcgplayer,reverseHolofoil,80.98,,,,2026-07-28
ex11-2,Crobat δ,Delta Species,Rare Holo,2005/10/31,cardmarket,normal,5.2,17.99,4.91,5.5,2026-07-28
pop6-2,Lucario,POP Series 6,Rare,2007/09/01,tcgplayer,normal,31.07,,,,2026-07-28
pop6-2,Lucario,POP Series 6,Rare,2007/09/01,cardmarket,normal,9.93,11.79,9.48,8.3,2026-07-28
xy2-2,Metapod,Flashfire,Uncommon,2014/05/07,tcgplayer,normal,0.3,,,,2026-07-28
xy2-2,Metapod,Flashfire,Uncommon,2014/05/07,tcgplayer,reverseHolofoil,1.4,,,,2026-07-28
xy2-2,Metapod,Flashfire,Uncommon,2014/05/07,cardmarket,normal,0.17,0.08,0.15,0.22,2026-07-28
base4-2,Blastoise,Base Set 2,Rare Holo,2000/02/24,tcgplayer,holofoil,147.25,,,,2026-07-28
base4-2,Blastoise,Base Set 2,Rare Holo,2000/02/24,cardmarket,normal,101.77,174.99,83.22,92.73,2026-07-28
gym1-2,Brock's Rhydon,Gym Heroes,Rare Holo,2000/08/14,tcgplayer,1stEditionHolofoil,122.25,,,,2026-07-28
gym1-2,Brock's Rhydon,Gym Heroes,Rare Holo,2000/08/14,tcgplayer,unlimitedHolofoil,38.29,,,,2026-07-28
gym1-2,Brock's Rhydon,Gym Heroes,Rare Holo,2000/08/14,cardmarket,normal,31.89,75.0,34.0,30.6,2026-07-28
hgss1-2,Azumarill,HeartGold & SoulSilver,Rare Holo,2010/02/10,tcgplayer,holofoil,8.93,,,,2026-07-28
hgss1-2,Azumarill,HeartGold & SoulSilver,Rare Holo,2010/02/10,tcgplayer,reverseHolofoil,9.5,,,,2026-07-28
hgss1-2,Azumarill,HeartGold & SoulSilver,Rare Holo,2010/02/10,cardmarket,normal,3.64,2.9,4.19,3.53,2026-07-28
det1-2,Ludicolo,Detective Pikachu,Rare,2019/04/05,tcgplayer,holofoil,1.02,,,,2026-07-28
det1-2,Ludicolo,Detective Pikachu,Rare,2019/04/05,cardmarket,normal,1.69,2.48,1.85,1.88,2026-07-28
sm9-2,Weedle,Team Up,Common,2019/02/01,tcgplayer,normal,0.27,,,,2026-07-28
sm9-2,Weedle,Team Up,Common,2019/02/01,tcgplayer,reverseHolofoil,1.93,,,,2026-07-28
sm9-2,Weedle,Team Up,Common,2019/02/01,cardmarket,normal,0.17,0.15,0.13,0.13,2026-07-28
ex12-2,Aggron,Legend Maker,Rare Holo,2006/02/01,tcgplayer,holofoil,25.55,,,,2026-07-28
ex12-2,Aggron,Legend Maker,Rare Holo,2006/02/01,tcgplayer,reverseHolofoil,51.25,,,,2026-07-28
ex12-2,Aggron,Legend Maker,Rare Holo,2006/02/01,cardmarket,normal,8.74,10.0,7.51,8.33,2026-07-28
ex7-2,Dark Ampharos,Team Rocket Returns,Rare Holo,2004/11/01,tcgplayer,holofoil,104.27,,,,2026-07-28
ex7-2,Dark Ampharos,Team Rocket Returns,Rare Holo,2004/11/01,tcgplayer,reverseHolofoil,128.06,,,,2026-07-28
ex7-2,Dark Ampharos,Team Rocket Returns,Rare Holo,2004/11/01,cardmarket,normal,34.37,30.0,21.5,32.14,2026-07-28
ru1-2,Cherrim,Pokémon Rumble,,2009/12/02,tcgplayer,normal,89.99,,,,2026-07-28
ru1-2,Cherrim,Pokémon Rumble,,2009/12/02,cardmarket,normal,24.94,4.99,30.69,17.76,2026-07-28
mcd19-2,Alolan Exeggutor,McDonald's Collection 2019,,2019/10/15,tcgplayer,holofoil,7.14,,,,2026-07-28
mcd19-2,Alolan Exeggutor,McDonald's Collection 2019,,2019/10/15,cardmarket,normal,1.71,0.7,1.74,1.54,2026-07-28
xy5-2,Kakuna,Primal Clash,Uncommon,2015/02/04,tcgplayer,normal,0.19,,,,2026-07-28
xy5-2,Kakuna,Primal Clash,Uncommon,2015/02/04,tcgplayer,reverseHolofoil,0.49,,,,2026-07-28
xy5-2,Kakuna,Primal Clash,Uncommon,2015/02/04,cardmarket,normal,0.19,0.09,0.18,0.19,2026-07-28
xy11-1,Tangela,Steam Siege,Common,2016/08/03,tcgplayer,normal,0.22,,,,2026-07-28
xy11-1,Tangela,Steam Siege,Common,2016/08/03,tcgplayer,reverseHolofoil,0.43,,,,2026-07-28
xy11-1,Tangela,Steam Siege,Common,2016/08/03,cardmarket,normal,0.11,0.13,0.1,0.13,2026-07-28
ex14-1,Banette,Crystal Guardians,Rare Holo,2006/08/01,tcgplayer,holofoil,13.07,,,,2026-07-28
ex14-1,Banette,Crystal Guardians,Rare Holo,2006/08/01,tcgplayer,reverseHolofoil,30.5,,,,2026-07-28
ex14-1,Banette,Crystal Guardians,Rare Holo,2006/08/01,cardmarket,normal,4.95,9.49,5.03,4.86,2026-07-28
sm12-1,Venusaur & Snivy-GX,Cosmic Eclipse,Rare Holo GX,2019/11/01,tcgplayer,holofoil,27.65,,,,2026-07-28
sm12-1,Venusaur & Snivy-GX,Cosmic Eclipse,Rare Holo GX,2019/11/01,cardmarket,normal,19.72,14.99,22.41,20.73,2026-07-28
bw1-1,Snivy,Black & White,Common,2011/04/25,tcgplayer,normal,0.37,,,,2026-07-28
bw1-1,Snivy,Black & White,Common,2011/04/25,tcgplayer,reverseHolofoil,1.38,,,,2026-07-28
bw1-1,Snivy,Black & White,Common,2011/04/25,cardmarket,normal,1.34,0.95,0.95,0.81,2026-07-28
sm115-1,Caterpie,Hidden Fates,Common,2019/08/23,tcgplayer,normal,0.18,,,,2026-07-28
sm115-1,Caterpie,Hidden Fates,Common,2019/08/23,tcgplayer,reverseHolofoil,0.4,,,,2026-07-28
sm115-1,Caterpie,Hidden Fates,Common,2019/08/23,cardmarket,normal,0.06,0.02,0.05,0.07,2026-07-28
si1-1,Mew,Southern Islands,,2001/07/31,tcgplayer,reverseHolofoil,467.73,,,,2026-07-28
si1-1,Mew,Southern Islands,,2001/07/31,cardmarket,normal,512.81,300.0,394.87,309.39,2026-07-28
dp1-1,Dialga,Diamond & Pearl,Rare Holo,2007/05/01,tcgplayer,holofoil,41.51,,,,2026-07-28
dp1-1,Dialga,Diamond & Pearl,Rare Holo,2007/05/01,tcgplayer,reverseHolofoil,26.42,,,,2026-07-28
dp1-1,Dialga,Diamond & Pearl,Rare Holo,2007/05/01,cardmarket,normal,6.65,3.6,7.57,7.49,2026-07-28
sm3-1,Caterpie,Burning Shadows,Common,2017/08/05,tcgplayer,normal,0.22,,,,2026-07-28
sm3-1,Caterpie,Burning Shadows,Common,2017/08/05,tcgplayer,reverseHolofoil,0.51,,,,2026-07-28
sm3-1,Caterpie,Burning Shadows,Common,2017/08/05,cardmarket,normal,0.07,0.03,0.07,0.07,2026-07-28
pop7-1,Ampharos,POP Series 7,Rare,2008/03/01,tcgplayer,normal,14.16,,,,2026-07-28
pop7-1,Ampharos,POP Series 7,Rare,2008/03/01,tcgplayer,holofoil,21.43,,,,2026-07-28
pop7-1,Ampharos,POP Series 7,Rare,2008/03/01,cardmarket,normal,9.85,6.0,11.63,10.66,2026-07-28
gym2-1,Blaine's Arcanine,Gym Challenge,Rare Holo,2000/10/16,tcgplayer,1stEditionHolofoil,355.79,,,,2026-07-28
gym2-1,Blaine's Arcanine,Gym Challenge,Rare Holo,2000/10/16,tcgplayer,unlimitedHolofoil,98.78,,,,2026-07-28
gym2-1,Blaine's Arcanine,Gym Challenge,Rare Holo,2000/10/16,cardmarket,normal,95.7,49.66,76.31,107.98,2026-07-28
col1-1,Clefable,Call of Legends,Rare Holo,2011/02/09,tcgplayer,holofoil,16.38,,,,2026-07-28
col1-1,Clefable,Call of Legends,Rare Holo,2011/02/09,tcgplayer,reverseHolofoil,12.64,,,,2026-07-28
col1-1,Clefable,Call of Legends,Rare Holo,2011/02/09,cardmarket,normal,7.64,0.85,9.78,8.27,2026-07-28
ex9-1,Blaziken,Emerald,Rare Holo,2005/05/01,tcgplayer,holofoil,57.49,,,,2026-07-28
ex9-1,Blaziken,Emerald,Rare Holo,2005/05/01,tcgplayer,reverseHolofoil,185.0,,,,2026-07-28
ex9-1,Blaziken,Emerald,Rare Holo,2005/05/01,cardmarket,normal,2.99,0.9,2.8,3.77,2026-07-28
bw10-1,Surskit,Plasma Blast,Common,2013/08/14,tcgplayer,normal,0.23,,,,2026-07-28
bw10-1,Surskit,Plasma Blast,Common,2013/08/14,tcgplayer,reverseHolofoil,0.75,,,,2026-07-28
bw10-1,Surskit,Plasma Blast,Common,2013/08/14,cardmarket,normal,0.15,0.07,0.12,0.14,2026-07-28
swsh35-1,Venusaur V,Champion's Path,Rare Holo V,2020/09/25,tcgplayer,holofoil,2.97,,,,2026-07-28
swsh35-1,Venusaur V,Champion's Path,Rare Holo V,2020/09/25,cardmarket,normal,4.07,2.4,3.78,3.3,2026-07-28
xy7-1,Oddish,Ancient Origins,Common,2015/08/12,tcgplayer,normal,0.28,,,,2026-07-28
xy7-1,Oddish,Ancient Origins,Common,2015/08/12,tcgplayer,reverseHolofoil,0.64,,,,2026-07-28
xy7-1,Oddish,Ancient Origins,Common,2015/08/12,cardmarket,normal,0.12,0.05,0.11,0.13,2026-07-28
sm1-1,Caterpie,Sun & Moon,Common,2017/02/03,tcgplayer,normal,0.21,,,,2026-07-28
sm1-1,Caterpie,Sun & Moon,Common,2017/02/03,tcgplayer,reverseHolofoil,0.38,,,,2026-07-28
sm1-1,Caterpie,Sun & Moon,Common,2017/02/03,cardmarket,normal,0.12,0.06,0.08,0.11,2026-07-28
ex13-1,Armaldo δ,Holon Phantoms,Rare Holo,2006/05/01,tcgplayer,holofoil,47.26,,,,2026-07-28
ex13-1,Armaldo δ,Holon Phantoms,Rare Holo,2006/05/01,tcgplayer,reverseHolofoil,84.0,,,,2026-07-28
ex13-1,Armaldo δ,Holon Phantoms,Rare Holo,2006/05/01,cardmarket,normal,9.83,8.99,7.63,8.86,2026-07-28
dv1-2,Dratini,Dragon Vault,Rare Holo,2012/10/05,tcgplayer,holofoil,14.82,,,,2026-07-28
dv1-2,Dratini,Dragon Vault,Rare Holo,2012/10/05,cardmarket,normal,6.07,10.0,3.87,5.09,2026-07-28
ecard2-H3,Ariados,Aquapolis,Rare Holo,2003/01/15,cardmarket,normal,44.89,69.99,36.47,36.98,2026-07-28
sm12-2,Oddish,Cosmic Eclipse,Common,2019/11/01,tcgplayer,normal,0.26,,,,2026-07-28
sm12-2,Oddish,Cosmic Eclipse,Common,2019/11/01,tcgplayer,reverseHolofoil,1.53,,,,2026-07-28
sm12-2,Oddish,Cosmic Eclipse,Common,2019/11/01,cardmarket,normal,0.06,0.1,0.07,0.09,2026-07-28
ex9-2,Deoxys,Emerald,Rare Holo,2005/05/01,tcgplayer,normal,124.97,,,,2026-07-28
ex9-2,Deoxys,Emerald,Rare Holo,2005/05/01,tcgplayer,holofoil,89.13,,,,2026-07-28
ex9-2,Deoxys,Emerald,Rare Holo,2005/05/01,tcgplayer,reverseHolofoil,202.08,,,,2026-07-28
ex9-2,Deoxys,Emerald,Rare Holo,2005/05/01,cardmarket,normal,24.52,13.5,18.69,17.13,2026-07-28
bw1-2,Snivy,Black & White,Common,2011/04/25,tcgplayer,normal,0.5,,,,2026-07-28
bw1-2,Snivy,Black & White,Common,2011/04/25,tcgplayer,reverseHolofoil,4.65,,,,2026-07-28
bw1-2,Snivy,Black & White,Common,2011/04/25,cardmarket,normal,0.25,0.04,0.29,0.19,2026-07-28
base4-3,Chansey,Base Set 2,Rare Holo,2000/02/24,tcgplayer,holofoil,21.81,,,,2026-07-28
base4-3,Chansey,Base Set 2,Rare Holo,2000/02/24,cardmarket,normal,18.75,9.75,12.28,17.21,2026-07-28
ru1-3,Ninetales,Pokémon Rumble,,2009/12/02,tcgplayer,normal,331.55,,,,2026-07-28
ru1-3,Ninetales,Pokémon Rumble,,2009/12/02,cardmarket,normal,109.34,79.99,96.02,58.05,2026-07-28
xy5-3,Beedrill,Primal Clash,Rare,2015/02/04,tcgplayer,normal,0.48,,,,2026-07-28
xy5-3,Beedrill,Primal Clash,Rare,2015/02/04,tcgplayer,reverseHolofoil,0.77,,,,2026-07-28
xy5-3,Beedrill,Primal Clash,Rare,2015/02/04,cardmarket,normal,0.63,0.7,0.55,0.7,2026-07-28
pop6-3,Manaphy,POP Series 6,Rare,2007/09/01,tcgplayer,normal,4.98,,,,2026-07-28
pop6-3,Manaphy,POP Series 6,Rare,2007/09/01,tcgplayer,holofoil,9.55,,,,2026-07-28
pop6-3,Manaphy,POP Series 6,Rare,2007/09/01,cardmarket,normal,3.01,3.29,3.04,2.07,2026-07-28
si1-2,Pidgeot,Southern Islands,,2001/07/31,tcgplayer,normal,42.47,,,,2026-07-28
si1-2,Pidgeot,Southern Islands,,2001/07/31,cardmarket,normal,28.98,30.0,27.11,23.44,2026-07-28
ex11-3,Dragonite δ,Delta Species,Rare Holo,2005/10/31,tcgplayer,holofoil,262.44,,,,2026-07-28
ex11-3,Dragonite δ,Delta Species,Rare Holo,2005/10/31,tcgplayer,reverseHolofoil,399.95,,,,2026-07-28
ex11-3,Dragonite δ,Delta Species,Rare Holo,2005/10/31,cardmarket,normal,59.91,28.5,65.74,64.13,2026-07-28
pl3-3,Drifblim FB,Supreme Victors,Rare Holo,2009/08/19,tcgplayer,holofoil,7.46,,,,2026-07-28
pl3-3,Drifblim FB,Supreme Victors,Rare Holo,2009/08/19,tcgplayer,reverseHolofoil,7.23,,,,2026-07-28
pl3-3,Drifblim FB,Supreme Victors,Rare Holo,2009/08/19,cardmarket,normal,4.18,4.0,4.7,6.09,2026-07-28
base3-3,Ditto,Fossil,Rare Holo,1999/10/10,tcgplayer,1stEditionHolofoil,113.47,,,,2026-07-28
base3-3,Ditto,Fossil,Rare Holo,1999/10/10,tcgplayer,unlimitedHolofoil,44.42,,,,2026-07-28
base3-3,Ditto,Fossil,Rare Holo,1999/10/10,cardmarket,normal,31.31,29.37,36.72,34.7,2026-07-28
hgss1-3,Clefable,HeartGold & SoulSilver,Rare Holo,2010/02/10,tcgplayer,holofoil,9.64,,,,2026-07-28
hgss1-3,Clefable,HeartGold & SoulSilver,Rare Holo,2010/02/10,tcgplayer,reverseHolofoil,8.99,,,,2026-07-28
hgss1-3,Clefable,HeartGold & SoulSilver,Rare Holo,2010/02/10,cardmarket,normal,4.93,2.99,4.42,3.72,2026-07-28
ex13-2,Cradily δ,Holon Phantoms,Rare Holo,2006/05/01,tcgplayer,holofoil,21.05,,,,2026-07-28
ex13-2,Cradily δ,Holon Phantoms,Rare Holo,2006/05/01,tcgplayer,reverseHolofoil,30.87,,,,2026-07-28
ex13-2,Cradily δ,Holon Phantoms,Rare Holo,2006/05/01,cardmarket,normal,7.18,7.06,6.84,6.84,2026-07-28
hgss4-3,Celebi,HS—Triumphant,Rare Holo,2010/11/03,tcgplayer,holofoil,23.42,,,,2026-07-28
hgss4-3,Celebi,HS—Triumphant,Rare Holo,2010/11/03,tcgplayer,reverseHolofoil,22.79,,,,2026-07-28
hgss4-3,Celebi,HS—Triumphant,Rare Holo,2010/11/03,cardmarket,normal,4.46,8.75,5.82,7.74,2026-07-28
xy7-2,Gloom,Ancient Origins,Uncommon,2015/08/12,tcgplayer,normal,0.1,,,,2026-07-28
xy7-2,Gloom,Ancient Origins,Uncommon,2015/08/12,tcgplayer,reverseHolofoil,0.55,,,,2026-07-28
xy7-2,Gloom,Ancient Origins,Uncommon,2015/08/12,cardmarket,normal,0.21,0.1,0.17,0.19,2026-07-28
bw10-2,Masquerain,Plasma Blast,Rare,2013/08/14,tcgplayer,normal,0.57,,,,2026-07-28
bw10-2,Masquerain,Plasma Blast,Rare,2013/08/14,tcgplayer,reverseHolofoil,1.15,,,,2026-07-28
bw10-2,Masquerain,Plasma Blast,Rare,2013/08/14,cardmarket,normal,0.44,0.49,0.42,0.52,2026-07-28
ex7-3,Dark Crobat,Team Rocket Returns,Rare Holo,2004/11/01,tcgplayer,holofoil,31.35,,,,2026-07-28
ex7-3,Dark Crobat,Team Rocket Returns,Rare Holo,2004/11/01,tcgplayer,reverseHolofoil,175.58,,,,2026-07-28
ex7-3,Dark Crobat,Team Rocket Returns,Rare Holo,2004/11/01,cardmarket,normal,13.38,10.0,15.05,17.67,2026-07-28
ex12-3,Cradily,Legend Maker,Rare Holo,2006/02/01,tcgplayer,holofoil,10.74,,,,2026-07-28
ex12-3,Cradily,Legend Maker,Rare Holo,2006/02/01,tcgplayer,reverseHolofoil,22.01,,,,2026-07-28
ex12-3,Cradily,Legend Maker,Rare Holo,2006/02/01,cardmarket,normal,4.9,5.0,5.67,4.99,2026-07-28
swsh35-2,Weedle,Champion's Path,Common,2020/09/25,tcgplayer,reverseHolofoil,0.72,,,,2026-07-28
swsh35-2,Weedle,Champion's Path,Common,2020/09/25,tcgplayer,normal,0.41,,,,2026-07-28
swsh35-2,Weedle,Champion's Path,Common,2020/09/25,cardmarket,normal,0.04,0.08,0.06,0.08,2026-07-28
gym2-2,Blaine's Charizard,Gym Challenge,Rare Holo,2000/10/16,tcgplayer,1stEditionHolofoil,699.99,,,,2026-07-28
gym2-2,Blaine's Charizard,Gym Challenge,Rare Holo,2000/10/16,tcgplayer,unlimitedHolofoil,579.7,,,,2026-07-28
gym2-2,Blaine's Charizard,Gym Challenge,Rare Holo,2000/10/16,cardmarket,normal,630.65,259.0,366.0,531.89,2026-07-28
xy2-3,Butterfree,Flashfire,Rare,2014/05/07,tcgplayer,normal,0.71,,,,2026-07-28
xy2-3,Butterfree,Flashfire,Rare,2014/05/07,tcgplayer,reverseHolofoil,1.4,,,,2026-07-28
xy2-3,Butterfree,Flashfire,Rare,2014/05/07,cardmarket,normal,1.26,0.35,0.95,1.06,2026-07-28
xy11-2,Tangrowth,Steam Siege,Uncommon,2016/08/03,tcgplayer,normal,0.13,,,,2026-07-28
xy11-2,Tangrowth,Steam Siege,Uncommon,2016/08/03,tcgplayer,reverseHolofoil,0.49,,,,2026-07-28
xy11-2,Tangrowth,Steam Siege,Uncommon,2016/08/03,cardmarket,normal,0.19,0.05,0.09,0.09,2026-07-28
det1-3,Morelull,Detective Pikachu,Common,2019/04/05,tcgplayer,holofoil,0.41,,,,2026-07-28
det1-3,Morelull,Detective Pikachu,Common,2019/04/05,cardmarket,normal,0.2,0.04,0.21,0.23,2026-07-28
